[0.61974, 1.47719, 2.14151, 0.11283, 0.79352, 0.79352, 0.72432, 1.16892, 0.86272, 2.03652],
[0.88026, 1.48446, 1.90867, 0.11868, 1.10756, 1.10756, 1.07427, 1.06569, 1.14085, 1.94172],
[1.08041, 1.5339, 1.69546, 0.12543, 1.30769, 1.30769, 1.33297, 1.01629, 1.2824, 1.90051],
[1.2616, 1.60976, 1.48929, 0.13383, 1.50557, 1.50557, 1.58929, 0.999, 1.42184, 1.87061],
[1.41899, 1.70753, 1.48929, 0.12555, 1.69237, 1.69237, 1.83142, 1.01584, 1.55332, 1.85626],
[1.55206, 1.82222, 1.48929, 0.11791, 1.86645, 1.86645, 2.05693, 1.06434, 1.67596, 1.85842],
[1.6611, 1.95001, 1.48929, 0.11129, 2.02777, 2.02777, 2.2648, 1.1417, 1.79075, 1.87787],
[1.80084, 2.0238, 1.48929, 0.10611, 2.17854, 2.17854, 2.45758, 1.25136, 1.89949, 1.91877],
[1.92424, 2.11477, 1.48929, 0.10294, 2.31339, 2.31339, 2.62942, 1.38948, 1.99736, 1.98231],
[2.02878, 2.22832, 1.91298, 0.08068, 2.42787, 2.42787, 2.77623, 1.55569, 2.07952, 2.07074],
[2.12242, 2.35792, 2.20883, 0.07238, 2.51518, 2.51518, 2.89159, 1.74696, 2.13877, 2.18516],
[2.20458, 2.48939, 2.59829, 0.06462, 2.56694, 2.56694, 2.96716, 1.96545, 2.16672, 2.33168],
[2.26563, 2.6376, 3.207, 0.05524, 2.56894, 2.56894, 2.98869, 2.20813, 2.14918, 2.50853],
[2.29626, 2.80888, 3.6, 0.05162, 2.51447, 2.51447, 2.9503, 2.47877, 2.07864, 2.73447],
[2.29478, 3.00655, 3.6, 0.05312, 2.4257, 2.4257, 2.86992, 2.76626, 1.98148, 3.00292],
[2.28933, 3.29588, 3.6, 0.07185, 2.33593, 2.33593, 2.7775, 3.13445, 1.89436, 3.37601],
[2.29655, 3.60471, 3.6, 0.07301, 2.31597, 2.31597, 2.74195, 3.45427, 1.89, 3.74433],
[2.33838, 3.9296, 3.6, 0.07351, 2.37875, 2.37875, 2.78051, 3.73624, 1.977, 4.10633],
[2.40505, 4.30439, 3.48139, 0.07603, 2.47881, 2.47881, 2.84984, 4.06093, 2.10778, 4.52027],
[2.50892, 4.65529, 3.15132, 0.08353, 2.63647, 2.63647, 2.98535, 4.34568, 2.28759, 4.86208],
[2.65068, 4.98966, 2.83413, 0.09185, 2.83445, 2.83445, 3.16455, 4.60124, 2.50434, 5.16218],
[2.82495, 5.31442, 2.53072, 0.10118, 3.05654, 3.05654, 3.37, 4.83801, 2.74308, 5.43867],
[3.02247, 5.64176, 2.24385, 0.11159, 3.28761, 3.28761, 3.58565, 5.06562, 2.98957, 5.70879],
[3.23578, 5.98618, 2.01288, 0.12099, 3.51403, 3.51403, 3.79229, 5.29453, 3.23578, 5.98618],
[3.27276, 5.92657, 1.75692, 0.13405, 3.51403, 3.51403, 3.79229, 5.29453, 3.23578, 5.98618],
[3.53549, 6.11276, 1.53013, 0.14812, 3.71557, 3.71557, 3.95715, 5.48857, 3.47399, 6.24701],
[3.79542, 6.2598, 1.53013, 0.14185, 3.91505, 3.91505, 4.1068, 5.65928, 3.72331, 6.48211],
[4.0565, 6.35619, 1.48211, 0.1395, 4.12356, 4.12356, 4.25531, 5.80191, 3.9918, 6.67376],
[4.31781, 6.3969, 1.48211, 0.13209, 4.35028, 4.35028, 4.4162, 5.90839, 4.28436, 6.80745],
[4.57268, 6.39269, 1.48211, 0.12448, 4.59738, 4.59738, 4.59535, 5.98519, 4.59941, 6.89101],
[4.80761, 6.33656, 1.47072, 0.11723, 4.85386, 4.85386, 4.78512, 6.00889, 4.92259, 6.90205],
[5.00951, 6.24349, 1.40511, 0.11337, 5.1027, 5.1027, 4.96983, 6.00022, 5.23557, 6.85948],
[5.17061, 6.12613, 1.40511, 0.10658, 5.32325, 5.32325, 5.12988, 5.96442, 5.51661, 6.76983],
[5.29607, 5.98991, 1.40511, 0.10064, 5.52923, 5.52923, 5.28098, 5.90067, 5.77748, 6.63172],
[5.38242, 5.84928, 1.40511, 0.09692, 5.68663, 5.68663, 5.38968, 5.82966, 5.98358, 6.47346],
[5.44062, 5.7063, 1.40511, 0.09478, 5.82282, 5.82282, 5.48436, 5.75255, 6.16129, 6.29681],
[5.47266, 5.56196, 1.40511, 0.09424, 5.9386, 5.9386, 5.56684, 5.67037, 6.31037, 6.10846],
[5.5466, 5.44974, 1.49016, 0.09018, 6.03395, 6.03395, 5.63656, 5.57779, 6.43134, 5.90145],
[5.60237, 5.32241, 1.6588, 0.0838, 6.10464, 6.10464, 5.68941, 5.47598, 6.51986, 5.68186],
[5.64118, 5.18225, 1.82616, 0.07964, 6.15078, 6.15078, 5.72612, 5.35453, 6.57545, 5.45289],
[5.66358, 5.03056, 2.01705, 0.07602, 6.16492, 6.16492, 5.73642, 5.22799, 6.59342, 5.21794],
[5.67001, 4.8683, 2.28004, 0.07122, 6.14683, 6.14683, 5.71926, 5.09513, 6.57441, 4.98122],
[5.66159, 4.69663, 2.64575, 0.06496, 6.07997, 6.07997, 5.65035, 4.91585, 6.50959, 4.72578],
[5.6402, 4.517, 3.03562, 0.05959, 5.97438, 5.97438, 5.54728, 4.75162, 6.40147, 4.48539],
[5.60743, 4.33049, 3.11056, 0.06088, 5.82337, 5.82337, 5.39959, 4.57567, 6.24715, 4.25389],
[5.56559, 4.13852, 2.69764, 0.07283, 5.63458, 5.63458, 5.2128, 4.3769, 6.05636, 4.03408],
[5.51715, 3.94258, 2.37879, 0.08485, 5.42804, 5.42804, 5.00117, 4.13131, 5.85491, 3.81986],
[5.46384, 3.70634, 2.10831, 0.11487, 5.24187, 5.24187, 4.8044, 3.83628, 5.67935, 3.59469],
[5.4197, 3.47608, 1.86234, 0.12589, 5.10258, 5.10258, 4.64759, 3.48552, 5.55756, 3.35443],
[5.38802, 3.25428, 1.66132, 0.13486, 5.01512, 5.01512, 4.55111, 3.12611, 5.47913, 3.11318],
[5.37113, 3.04311, 1.45706, 0.14539, 4.97181, 4.97181, 4.50726, 2.79123, 5.43636, 2.90649],
[5.37072, 2.84455, 1.28996, 0.15392, 4.96022, 4.96022, 4.50839, 2.46323, 5.41204, 2.70829],
[5.32341, 2.62123, 1.28996, 0.14346, 4.97745, 4.97745, 4.55297, 2.15277, 5.40194, 2.52579],
[5.30184, 2.39582, 1.28996, 0.13331, 5.02316, 5.02316, 4.64021, 1.86785, 5.40611, 2.36135],
[5.31092, 2.17493, 1.28996, 0.12381, 5.09691, 5.09691, 4.76564, 1.62158, 5.42818, 2.22215],
[5.35332, 1.9647, 1.28996, 0.11556, 5.19666, 5.19666, 4.92329, 1.41436, 5.47003, 2.10499],
[5.43192, 1.77136, 1.28996, 0.10882, 5.32215, 5.32215, 5.11125, 1.24577, 5.53305, 2.00658],
[5.54722, 1.60217, 1.3402, 0.10069, 5.46986, 5.46986, 5.32409, 1.11876, 5.61562, 1.92922],
[5.69204, 1.46118, 1.4714, 0.09137, 5.63068, 5.63068, 5.54891, 1.0362, 5.71246, 1.87611],
[5.86561, 1.34866, 1.61931, 0.08485, 5.80767, 5.80767, 5.78733, 0.99262, 5.828, 1.84532],
[6.062, 1.26963, 1.74845, 0.08156, 5.99165, 5.99165, 6.03085, 0.99005, 5.95246, 1.84154],
[6.27377, 1.23023, 1.91119, 0.07834, 6.17338, 6.17338, 6.27135, 1.02997, 6.0754, 1.86511],
[6.50205, 1.23569, 2.10787, 0.07511, 6.36125, 6.36125, 6.51348, 1.11215, 6.20902, 1.91933],
[6.74333, 1.2938, 2.298, 0.07317, 6.55223, 6.55223, 6.75498, 1.23908, 6.34949, 2.00865],
[6.98904, 1.41667, 2.25292, 0.07973, 6.74296, 6.74296, 6.98904, 1.41667, 6.49688, 2.14292],
[7.18346, 1.66734, 2.03202, 0.09555, 6.92857, 6.92857, 7.20251, 1.63319, 6.65463, 2.32573],
[7.36765, 1.92703, 1.83139, 0.11757, 7.13276, 7.13276, 7.4077, 1.88219, 6.85782, 2.5762],
[7.51537, 2.11997, 1.64136, 0.13145, 7.3353, 7.3353, 7.56574, 2.07968, 7.10486, 2.84318],
[7.66268, 2.26153, 1.47173, 0.14018, 7.55274, 7.55274, 7.71504, 2.23809, 7.39044, 3.0707],
[7.81759, 2.35632, 1.32694, 0.14868, 7.78862, 7.78862, 7.86725, 2.35778, 7.70998, 3.2351],
[7.97707, 2.40553, 1.32694, 0.14211, 8.03316, 8.03316, 8.02102, 2.43392, 8.04531, 3.32058],
[8.13703, 2.41378, 1.32694, 0.13582, 8.27454, 8.27454, 8.17328, 2.46738, 8.3758, 3.32566],
[8.29047, 2.38709, 1.32694, 0.13016, 8.49121, 8.49121, 8.31336, 2.46477, 8.66905, 3.26683],
[8.43818, 2.32774, 1.32694, 0.12559, 8.69688, 8.69688, 8.44976, 2.43003, 8.944, 3.14745],
[8.57311, 2.23549, 1.32694, 0.12288, 8.8834, 8.8834, 8.57795, 2.36568, 9.18885, 2.97801],
[8.68631, 2.10772, 1.56327, 0.1046, 9.05003, 9.05003, 8.69734, 2.2717, 9.40272, 2.76268],
[8.77759, 1.95361, 1.56327, 0.10702, 9.19513, 9.19513, 8.80647, 2.14776, 9.58379, 2.50428],
[8.84207, 1.77658, 1.56327, 0.11143, 9.31545, 9.31545, 8.90224, 1.99436, 9.72866, 2.20647],
[8.8773, 1.59414, 1.59525, 0.11648, 9.40401, 9.40401, 8.97775, 1.81251, 9.83027, 1.87464],
[8.87339, 1.39265, 1.84129, 0.10945, 9.44703, 9.44703, 9.0196, 1.60279, 9.87445, 1.51493],
[8.83254, 1.17983, 2.01489, 0.10755, 9.42655, 9.42655, 9.01018, 1.36777, 9.84293, 1.13673],
[8.75471, 0.96127, 2.23356, 0.10387, 9.33758, 9.33758, 8.94334, 1.11558, 9.73182, 0.75519],
[8.6422, 0.74215, 2.425, 0.10157, 9.19283, 9.19283, 8.82906, 0.86869, 9.55659, 0.39528],
[8.49708, 0.52682, 2.62189, 0.09904, 8.9962, 8.9962, 8.66666, 0.63798, 9.32574, 0.07301],
[8.32213, 0.31895, 2.8251, 0.09617, 8.74072, 8.74072, 8.44197, 0.44062, 9.03946, -0.19038],
[8.12063, 0.12139, 3.03366, 0.09302, 8.46093, 8.46093, 8.18539, 0.26115, 8.73647, -0.41234],
[7.89604, -0.06383, 3.24563, 0.0897, 8.17584, 8.17584, 7.91711, 0.08414, 8.43457, -0.61586],
[7.65175, -0.23546, 3.4309, 0.08702, 7.89297, 7.89297, 7.64764, -0.0995, 8.13829, -0.81822],
[7.39064, -0.39262, 3.6, 0.08466, 7.61171, 7.61171, 7.37961, -0.29089, 7.8438, -1.02661],
[7.11526, -0.53481, 3.6, 0.08609, 7.32414, 7.32414, 7.10802, -0.48018, 7.54026, -1.23475],
[6.82795, -0.66189, 3.6, 0.08727, 7.01304, 7.01304, 6.8265, -0.63115, 7.19958, -1.41675],
[6.58648, -0.91551, 3.6, 0.08822, 6.68129, 6.68129, 6.52555, -0.74054, 6.83702, -1.55213],
[6.28907, -1.08337, 3.6, 0.08898, 6.33574, 6.33574, 6.21352, -0.81372, 6.45796, -1.64778],
[5.9744, -1.23507, 3.6, 0.08957, 5.99051, 5.99051, 5.90154, -0.87342, 6.07947, -1.72422],
[5.64462, -1.36215, 3.6, 0.09002, 5.6433, 5.6433, 5.58618, -0.90378, 5.70042, -1.76506],
[5.30437, -1.45608, 3.6, 0.09034, 5.2972, 5.2972, 5.26829, -0.89976, 5.32612, -1.76516],
[4.97046, -1.51068, 3.6, 0.09052, 4.96102, 4.96102, 4.94327, -0.85955, 4.97877, -1.72652],
[4.63463, -1.572, 3.6, 0.09052, 4.62795, 4.62795, 4.62036, -0.85394, 4.63553, -1.72244],
[4.29741, -1.65807, 3.6, 0.0903, 4.29749, 4.29749, 4.30003, -0.88981, 4.29495, -1.75989],
[3.96178, -1.78506, 3.6, 0.08977, 3.97116, 3.97116, 3.98296, -0.97004, 3.95936, -1.84143],
[3.61795, -1.89586, 3.6, 0.08883, 3.63923, 3.63923, 3.6605, -1.02538, 3.61795, -1.89586],
[3.27667, -1.84516, 3.6, 0.08745, 3.30748, 3.30748, 3.34581, -1.0375, 3.26915, -1.9051],
[2.94322, -1.76667, 3.6, 0.08559, 2.97614, 2.97614, 3.0314, -1.0187, 2.92088, -1.88127],
[2.61912, -1.67082, 3.6, 0.08216, 2.64932, 2.64932, 2.72787, -0.97281, 2.57078, -1.82762],
[2.31977, -1.56634, 3.6, 0.07431, 2.32737, 2.32737, 2.42683, -0.90069, 2.22791, -1.74617],
[2.06121, -1.46975, 3.6, 0.06734, 2.00964, 2.00964, 2.10551, -0.80681, 1.91377, -1.65405],
[1.86787, -1.40211, 3.6, 0.0635, 1.76774, 1.76774, 1.83768, -0.73358, 1.69781, -1.59191],
[1.67679, -1.34792, 3.6, 0.06115, 1.5231, 1.5231, 1.56671, -0.67556, 1.47949, -1.54063],
[1.50991, -1.30914, 3.6, 0.05954, 1.35324, 1.35324, 1.37098, -0.65125, 1.3355, -1.51998],
[1.33524, -1.27352, 3.6, 0.05849, 1.19586, 1.19586, 1.19025, -0.64101, 1.20147, -1.51107],
[1.14878, -1.23773, 3.6, 0.05775, 1.03452, 1.03452, 1.00593, -0.64891, 1.06311, -1.51843],
[0.95165, -1.19671, 3.6, 0.05725, 0.87245, 0.87245, 0.82348, -0.67401, 0.92142, -1.54272],
[0.73951, -1.1461, 3.6, 0.05693, 0.71128, 0.71128, 0.64638, -0.71864, 0.77618, -1.58685],
[0.53319, -1.10463, 3.6, 0.05674, 0.5508, 0.5508, 0.47533, -0.77498, 0.62626, -1.64385],
[0.3334, -1.07495, 3.6, 0.05667, 0.39081, 0.39081, 0.30929, -0.8413, 0.47234, -1.70891],
[0.14252, -1.05796, 3.6, 0.0567, 0.20989, 0.20989, 0.15333, -0.91167, 0.26644, -1.79384],
[-0.03902, -1.052, 3.6, 0.0568, 0.02712, 0.02712, 0.003, -0.9779, 0.05124, -1.86757],
[-0.21405, -1.05397, 3.6, 0.05697, -0.15986, -0.15986, -0.15046, -1.0341, -0.16927, -1.91947],
[-0.38068, -1.05673, 3.6, 0.05719, -0.35081, -0.35081, -0.3022, -1.07013, -0.39943, -1.94342],
[-0.53778, -1.05348, 3.6, 0.05743, -0.53787, -0.53787, -0.45111, -1.08149, -0.62462, -1.93513],
[-0.68887, -1.03901, 3.6, 0.05769, -0.72639, -0.72639, -0.6034, -1.06793, -0.84938, -1.89777],
[-0.88153, -0.9854, 3.6, 0.05793, -0.9641, -0.9641, -0.82005, -0.99989, -1.10816, -1.81103],
[-1.06282, -0.89156, 3.6, 0.05816, -1.18586, -1.18586, -1.0211, -0.89031, -1.35062, -1.68413],
[-1.2505, -0.74262, 3.6, 0.05836, -1.41055, -1.41055, -1.22984, -0.73297, -1.59126, -1.51289],
[-1.45433, -0.54882, 3.6, 0.05851, -1.64484, -1.64484, -1.45433, -0.54882, -1.83536, -1.32714],
[-1.71768, -0.40502, 3.6, 0.05861, -1.89475, -1.89475, -1.7015, -0.37416, -2.088, -1.15354],
[-1.98944, -0.28176, 3.46622, 0.06077, -2.1555, -2.1555, -1.966, -0.19954, -2.34499, -0.98266],
[-2.26403, -0.18706, 3.01372, 0.06949, -2.42736, -2.42736, -2.24605, -0.03493, -2.60866, -0.8234],
[-2.56125, -0.1164, 2.65043, 0.07818, -2.7255, -2.7255, -2.57607, 0.12405, -2.87493, -0.69154],
[-2.82775, -0.09226, 2.32453, 0.08781, -2.99623, -2.99623, -2.88922, 0.24063, -3.10323, -0.60345],
[-3.05187, -0.10497, 2.03364, 0.0983, -3.2191, -3.2191, -3.15846, 0.31779, -3.27974, -0.54698],
[-3.25735, -0.14274, 1.78014, 0.10935, -3.4286, -3.4286, -3.41617, 0.36607, -3.44103, -0.50725],
[-3.44548, -0.2005, 1.64316, 0.11475, -3.62588, -3.62588, -3.66307, 0.38815, -3.58868, -0.48187],
[-3.61665, -0.27615, 1.64316, 0.11057, -3.81219, -3.81219, -3.89901, 0.3817, -3.72536, -0.47236],
[-3.77137, -0.36616, 1.64316, 0.10616, -3.98976, -3.98976, -4.12545, 0.34941, -3.85407, -0.47758],
[-3.90873, -0.46903, 1.64316, 0.10173, -4.15793, -4.15793, -4.34045, 0.2903, -3.97541, -0.49857],
[-4.02789, -0.58358, 1.64316, 0.09759, -4.31684, -4.31684, -4.54351, 0.20615, -4.09016, -0.5345],
[-4.12732, -0.7103, 1.64316, 0.09426, -4.46639, -4.46639, -4.73393, 0.09616, -4.19884, -0.58612],
[-4.25618, -0.79128, 1.81361, 0.08391, -4.6019, -4.6019, -4.90663, -0.03395, -4.29716, -0.64998],
[-4.37392, -0.88823, 1.98955, 0.07666, -4.72392, -4.72392, -5.05885, -0.1796, -4.389, -0.72749],
[-4.482, -0.99858, 2.15293, 0.07175, -4.83219, -4.83219, -5.19306, -0.34066, -4.47131, -0.81703],
[-4.58124, -1.12073, 2.31599, 0.06795, -4.92321, -4.92321, -5.30497, -0.51503, -4.54145, -0.9197],
[-4.67215, -1.25348, 2.47519, 0.065, -4.99499, -4.99499, -5.39219, -0.69825, -4.5978, -1.03713],
[-4.75505, -1.3959, 2.65954, 0.06196, -5.0464, -5.0464, -5.45558, -0.88252, -4.63722, -1.16184],
[-4.83033, -1.54702, 2.80586, 0.06017, -5.07961, -5.07961, -5.49835, -1.05577, -4.66087, -1.2854],
[-4.89806, -1.70622, 2.96357, 0.05838, -5.09303, -5.09303, -5.5176, -1.22468, -4.66845, -1.41717],
[-4.95839, -1.87285, 3.13487, 0.05653, -5.11031, -5.11031, -5.53513, -1.44527, -4.6855, -1.6456],
[-5.01146, -2.04625, 3.32059, 0.05461, -5.15661, -5.15661, -5.57783, -1.69738, -4.73539, -1.92643],
[-5.05751, -2.22569, 3.52189, 0.0526, -5.23431, -5.23431, -5.65487, -1.95628, -4.81376, -2.19334],
[-5.09682, -2.41046, 3.6, 0.05247, -5.33733, -5.33733, -5.75891, -2.21476, -4.91575, -2.44909],
[-5.12974, -2.59984, 3.6, 0.05339, -5.44067, -5.44067, -5.86805, -2.46466, -5.0133, -2.65852],
[-5.15671, -2.79312, 3.6, 0.05421, -5.53707, -5.53707, -5.96678, -2.718, -5.10735, -2.86915],
[-5.17823, -2.98964, 3.6, 0.05492, -5.60104, -5.60104, -6.03553, -2.97303, -5.16655, -3.04392],
[-5.19493, -3.18876, 3.6, 0.05551, -5.62954, -5.62954, -6.06438, -3.22172, -5.1947, -3.2107],
[-5.20754, -3.38989, 3.6, 0.05598, -5.62338, -5.62338, -6.05571, -3.46351, -5.19104, -3.3746],
[-5.21681, -3.59254, 3.6, 0.05635, -5.58355, -5.58355, -6.01216, -3.69695, -5.15495, -3.53805],
[-5.22314, -3.79641, 3.36703, 0.06058, -5.51137, -5.51137, -5.93641, -3.92185, -5.08634, -3.70474],
[-5.22685, -4.00128, 2.80195, 0.07313, -5.40969, -5.40969, -5.83252, -4.13817, -4.98686, -3.88087],
[-5.22814, -4.20699, 2.40416, 0.08556, -5.28576, -5.28576, -5.70913, -4.34605, -4.86239, -4.0758],
[-5.2274, -4.37682, 2.10874, 0.08054, -5.15319, -5.15319, -5.58094, -4.54386, -4.72543, -4.29772],
[-5.22892, -4.54471, 1.84661, 0.09092, -5.03264, -5.03264, -5.46831, -4.72499, -4.59697, -4.54465],
[-5.23476, -4.70899, 1.61153, 0.10201, -4.95249, -4.95249, -5.39506, -4.86783, -4.50992, -4.77673],
[-5.24673, -4.86836, 1.42417, 0.11222, -4.89642, -4.89642, -5.34231, -4.99903, -4.45053, -5.01187],
[-5.26677, -5.02152, 1.24246, 0.12432, -4.86708, -4.86708, -5.3065, -5.14229, -4.42765, -5.28411],
[-5.29668, -5.16722, 1.2, 0.12395, -4.8723, -4.8723, -5.29295, -5.27928, -4.45164, -5.55304],
[-5.33799, -5.3042, 1.2, 0.11923, -4.91017, -4.91017, -5.29989, -5.4106, -4.52045, -5.80992],
[-5.39244, -5.4307, 1.2, 0.11477, -4.97355, -4.97355, -5.32465, -5.52013, -4.62246, -6.03233],
[-5.46213, -5.54426, 1.2, 0.11103, -5.06051, -5.06051, -5.3659, -5.61677, -4.75512, -6.22465],
[-5.54926, -5.64164, 1.2, 0.10889, -5.16501, -5.16501, -5.4207, -5.70335, -4.90932, -6.39316],
[-5.6575, -5.71665, 1.2, 0.10975, -5.2891, -5.2891, -5.49128, -5.77868, -5.08692, -6.53562],
[-5.78742, -5.76364, 1.48513, 0.09302, -5.43447, -5.43447, -5.57967, -5.83895, -5.28927, -6.64612],
[-5.93125, -5.78823, 1.62931, 0.08956, -5.60414, -5.60414, -5.68892, -5.87859, -5.51936, -6.71624],
[-6.08651, -5.79021, 1.77517, 0.08747, -5.79408, -5.79408, -5.81591, -5.89654, -5.77224, -6.74893],
[-6.25071, -5.76913, 1.93106, 0.08572, -6.00899, -6.00899, -5.96424, -5.88542, -6.05373, -6.73766],
[-6.42095, -5.72495, 2.08121, 0.08451, -6.24488, -6.24488, -6.13095, -5.84136, -6.35882, -6.67194],
[-6.59409, -5.65799, 2.21302, 0.08389, -6.49496, -6.49496, -6.31284, -5.75574, -6.67707, -6.53959],
[-6.76689, -5.56889, 2.35902, 0.08241, -6.78104, -6.78104, -6.55083, -5.60903, -7.01125, -6.34558],
[-6.93636, -5.45926, 2.34732, 0.08599, -7.06133, -7.06133, -6.82946, -5.43486, -7.29321, -6.16932],
[-7.10009, -5.33067, 2.34732, 0.08869, -7.34077, -7.34077, -7.1069, -5.25969, -7.57464, -5.99161],
[-7.2562, -5.18468, 2.34732, 0.09106, -7.6193, -7.6193, -7.36509, -5.09551, -7.8735, -5.79979],
[-7.40306, -5.02242, 2.34732, 0.09323, -7.82818, -7.82818, -7.51922, -4.99227, -8.13714, -5.60128],
[-7.53934, -4.845, 2.34732, 0.09531, -8.016, -8.016, -7.66108, -4.87519, -8.37093, -5.37157],
[-7.73014, -4.6879, 2.34732, 0.09764, -8.15832, -8.15832, -7.7697, -4.74983, -8.54693, -5.12552],
[-7.90378, -4.50525, 2.63065, 0.0899, -8.25799, -8.25799, -7.8468, -4.61315, -8.66918, -4.87333],
[-8.0552, -4.30383, 2.85448, 0.0852, -8.31873, -8.31873, -7.89391, -4.4622, -8.74356, -4.61617],
[-8.18196, -4.08756, 3.07747, 0.08125, -8.34984, -8.34984, -7.91765, -4.3007, -8.78203, -4.35409],
[-8.28352, -3.84897, 3.30398, 0.07779, -8.35869, -8.35869, -7.9246, -4.08765, -8.79278, -4.0601],
[-8.36072, -3.58084, 3.55091, 0.07433, -8.34821, -8.34821, -7.91421, -3.75974, -8.78222, -3.72732],
[-8.42334, -3.3119, 3.6, 0.07519, -8.33588, -8.33588, -7.90163, -3.40612, -8.77013, -3.42044],
[-8.48645, -3.01752, 3.6, 0.077, -8.34133, -8.34133, -7.90703, -3.07968, -8.77562, -3.0859],
[-8.54301, -2.70113, 3.6, 0.07872, -8.34369, -8.34369, -7.90973, -2.76973, -8.77765, -2.73503],
[-8.58426, -2.36197, 3.6, 0.08029, -8.33049, -8.33049, -7.89937, -2.47468, -8.7616, -2.36957],
[-8.60041, -2.01759, 3.6, 0.08168, -8.29051, -8.29051, -7.86392, -2.17571, -8.7171, -2.01267],
[-8.59588, -1.68293, 3.6, 0.08283, -8.22847, -8.22847, -7.80406, -1.86176, -8.65287, -1.67733],
[-8.57898, -1.33869, 3.6, 0.08371, -8.1583, -8.1583, -7.73761, -1.55452, -8.57898, -1.33869],
[-8.43715, -1.01173, 3.6, 0.08428, -8.07618, -8.07618, -7.66085, -1.25347, -8.4915, -0.99946],
